gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,Yes,Yes,0.7976372672895247,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,0.4786879050143985,0.7645233164223614,No
Male,No,No,-0.9134874263371398,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.3560540984433798,-0.9073479908150938,No
Male,No,No,1.449494293433016,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),1.2149113719816045,2.1296587915014413,No
Female,No,No,0.8791193955574611,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.1733637722656223,1.3929942879351203,Yes
Female,Yes,Yes,-1.157933811140949,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,-0.2758165058278401,-0.9035761062113917,Yes
Female,Yes,No,0.7976372672895247,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,-0.9754780850449819,-0.1430891735690572,No
Female,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.6714687676965563,-0.9697936359208296,Yes
Male,Yes,No,1.5309764217009523,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),0.48533552096895577,1.4318160242071423,No
Male,No,No,0.43096769008381086,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),-0.9837876049881783,-0.36157172912268204,No
Male,No,No,0.7976372672895247,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5006397454549982,-0.5550848497558927,No
Female,No,No,-0.8320052980692034,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,-0.49684973631686585,-0.7637296244133118,No
Female,Yes,Yes,0.9606015238253974,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),0.1313499713887864,0.6758950571377107,No
Male,No,No,0.39022662594984264,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.5019545608553487,0.4544346979495842,No
Male,Yes,No,-0.4245946567295214,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8293496466172889,-0.15193435325376226,No
Male,Yes,Yes,0.7568962031555565,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,-0.18274988246403984,0.32263931486700886,Yes
Male,No,No,-0.22088933605968036,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),-1.5089492653981946,-0.804249811647235,No
Male,Yes,No,0.7568962031555565,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),0.9589781577311539,1.1275286083704685,No
Male,No,Yes,-1.157933811140949,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.5118068722146196,-0.9259427201772045,Yes
Male,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4923302255118018,-0.9985128976402459,No
Male,No,No,0.10503917701206525,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,-0.32567362548701884,-0.12032551911864425,Yes
Male,Yes,Yes,1.5717174858349205,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.26928800244584783,1.2600960146175442,No
Female,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.14630710728654012,-0.9767639022060336,Yes
Female,Yes,Yes,1.490235357566984,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.3028731708069223,-0.26906129621082914,No
Male,Yes,Yes,-0.750523169801267,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4973159374777196,-0.870820266231873,No
Male,Yes,No,1.0013425879593656,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,-0.30240696964606867,0.39187876382034836,No
Female,Yes,Yes,1.6124585499688886,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.751706360312096,2.8175755466807346,No
Male,No,No,0.6346730107536519,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.493992129500441,-0.6031929218066201,No
Female,Yes,Yes,-1.157933811140949,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.46871648108256286,-0.8750553647342754,No
Male,Yes,Yes,-0.057925079523807564,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.4674016656822124,-0.6975782681179741,No
Male,No,No,0.22726236941396985,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,-0.08303564314568233,0.03154246624094262,Yes
Male,Yes,No,0.18652130528000166,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.92075436599245,0.5250196729896245,Yes
Female,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5006397454549982,-0.9986231866637459,No
Male,No,No,1.0013425879593656,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.4969688488894306,0.9506470724810675,No
Female,Yes,No,1.2050479086292067,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.5036164648439879,1.118970180146864,No
Male,Yes,No,-1.1986748752749172,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,-1.1599494277839435,-0.9665952542393277,No
Female,No,Yes,1.6124585499688886,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4973159374777196,-0.31600030461245604,No
Male,No,Yes,-0.13940720779174395,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,-0.6580544232148772,-0.4591775149202378,No
Male,Yes,Yes,-0.7912642339352352,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.6647020391694345,-0.76059741614591,No
Male,No,Yes,-1.1986748752749172,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.16126424318429386,-0.9101934476213955,Yes
Female,No,No,-0.8727463622031716,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,-0.4553021366008836,-0.772971844582617,No
Female,No,Yes,-0.46533572086348957,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,-0.3871640730666727,-0.48531601348975273,No
Female,No,No,-0.546817849131426,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-1.3327874426024295,-0.8017793375208336,No
Male,No,No,1.1643068444952385,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.5556016896526592,2.026119456239582,Yes
Female,No,No,-0.8727463622031716,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),-0.5400592400214876,-0.7862727008167247,Yes
Male,Yes,Yes,0.10503917701206525,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.500758858027563,0.6613369060357024,No
Male,No,Yes,-0.3023714643276168,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4624159537162946,-0.804271869451935,No
Female,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4823588015799658,-0.9983805508120459,Yes
Female,No,No,1.4087532292990477,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.3028731708069223,-0.21746809101749975,No
Male,No,No,-0.546817849131426,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,-0.8358781499992815,-0.6837700823757662,Yes
Male,No,No,0.9606015238253974,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,-1.3261398266478726,-0.41878967451451476,Yes
Male,Yes,Yes,1.6124585499688886,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),1.449239834379745,2.419277767212607,No
Male,No,No,0.43096769008381086,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5039635534322768,-0.6207729921525301,No
Female,Yes,Yes,0.9198604596914293,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.6747925756738347,1.0224452267796085,No
Male,Yes,Yes,-1.2394159394088855,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,-0.26916888987328286,-0.9571986294371223,Yes
Male,No,No,-0.22088933605968036,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.14132139532062207,-0.216188738344899,No
Female,No,No,-0.7912642339352352,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.17788328307068677,-0.6161187953608275,No
Female,No,No,1.5309764217009523,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,1.540644553754906,2.4061754312207992,No
Female,Yes,No,-0.750523169801267,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,1.3678065389364196,-0.41221644871391094,Yes
Female,Yes,Yes,-0.546817849131426,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.8160544147081744,-0.26312774674652584,No
Female,No,No,-0.5060767849974578,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.807744894764978,-0.1782493142608773,No
Male,Yes,Yes,0.43096769008381086,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0.8792067662764678,0.7634204261873607,No
Male,Yes,Yes,-1.117192747006981,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,0.8492924944809603,-0.8156095810677415,No
Female,Yes,No,1.5309764217009523,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.3545113070273052,2.166980597053863,No
Female,Yes,No,0.30874449768190626,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5189206893300304,-0.6631460349812544,No
Male,Yes,Yes,-1.0764516828730126,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.4757111856254088,-0.9598235081964239,No
Male,No,No,0.26800343354793804,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1.1849971001860975,0.6698512186499072,No
Male,Yes,No,-1.157933811140949,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.3374260659800587,-0.8711070176929732,Yes
Male,No,No,-0.7097821056672988,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,-1.1665970437385005,-0.8139552457152405,Yes
Male,Yes,No,-1.2801570035428536,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.48023069643047295,-0.9850796945779383,Yes
Female,No,No,0.5124498183517473,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6947354235375064,0.6594399348315012,No
Female,Yes,No,1.286530036897143,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,-0.5633258958624375,0.3812469019549423,Yes
Female,Yes,No,1.0013425879593656,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),0.9706114856516288,1.3921340335518197,No
Male,Yes,Yes,1.6124585499688886,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),0.16791185913885065,1.2436408923113351,No
Male,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.18286899503660436,-0.9762786305026332,Yes
Male,Yes,No,1.6124585499688886,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.294563650863726,-0.18135946472357908,No
Female,No,No,-1.1986748752749172,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,0.20945945885483294,-0.9131712512558973,No
Male,No,No,0.9198604596914293,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1301542685610007,1.471012743159065,Yes
Female,Yes,No,1.0828247162273021,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,0.9490067337993178,1.3689953964215067,No
Female,No,No,-0.5875589132653942,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.1650542523224257,-0.2233795826771031,Yes
Male,Yes,No,-0.017184015389839363,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.5152497927644627,0.08812073529647493,Yes
Female,No,No,-1.157933811140949,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.4735830804759159,-0.9033334703596916,No
Female,No,No,1.3680121651650794,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5202355047303808,1.297461935779366,Yes
Male,No,No,-0.22088933605968036,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5484878725372485,-0.004632333467078051,No
Male,No,No,-1.157933811140949,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),-1.465739761693573,-0.9703450810383298,No
Male,Yes,Yes,1.1235657803612702,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.47370219304848044,1.0499954248499241,No
Female,Yes,Yes,-0.9949695546050762,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5205825933186699,-0.9183107197510002,No
Male,Yes,Yes,-0.9949695546050762,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.5023016494436374,-0.9521473921608195,No
Male,No,No,0.10503917701206525,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4823588015799658,-0.7053646731770784,No
Male,No,No,-1.0357106187390444,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.7312973112875707,-0.7336207209977946,Yes
Female,Yes,Yes,0.8383783314234928,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.459092145739016,-0.5017049623818621,No
Female,No,No,-0.5875589132653942,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.2896970514703727,-0.21040959351349572,No
Female,No,No,-0.7097821056672988,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,-0.8641305178061495,-0.741274779228699,No
Male,Yes,No,1.4087532292990477,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),0.7844782389240282,1.5506634759308104,No
Male,Yes,No,-1.0764516828730126,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6448783038783277,-0.77826571771062,Yes
Male,No,No,-1.0764516828730126,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.4953069449007914,-0.7877726315363256,No
Male,No,No,-0.7912642339352352,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,1.1368018845155579,-0.4330390163507229,Yes
Female,No,No,-0.8727463622031716,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.194968524117933,-0.5088958067140662,Yes
Male,No,Yes,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.5122730733754732,-0.998777591296646,No
Male,No,No,-1.117192747006981,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,-0.3007450656574295,-0.8895252846174837,No
Male,No,No,-0.7912642339352352,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.4906683215231624,-0.8939147877527862,No
Female,Yes,No,-0.954228490471108,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.8958258061628607,-0.6253389577254328,Yes
Male,No,No,-0.13940720779174395,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,0.8260258386400106,0.15014728211291034,No
Male,No,No,-1.2801570035428536,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.6298020554080092,-0.9870648970009395,No
Female,No,No,-1.2801570035428536,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.49032123293487334,-0.9721979366331308,Yes
Female,Yes,Yes,-0.5875589132653942,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,-0.2940974497028722,-0.5296080853273781,No
Female,Yes,No,-1.2394159394088855,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0.13965949133198285,-0.9420890332176136,No
Male,Yes,Yes,-0.09866614365777576,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6232735520260166,0.12656748888859676,No
